Id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction_v2
33671,1,0,10,1,1,2162.0,3,0,3,0,4,3,1,4,3,3,3,0,3,4,0.0,0.0,0
72043,0,0,23,0,0,4375.0,2,1,1,1,2,2,2,2,2,0,3,0,0,2,0.0,0.0,0
63319,0,1,17,0,1,1850.0,4,4,4,3,3,4,3,3,0,3,4,0,3,3,0.0,0.0,1
5433,0,0,34,1,0,443.0,2,0,2,2,4,3,2,2,2,2,2,3,2,2,4.0,0.0,1
63075,1,1,27,0,1,2487.0,4,4,4,0,2,4,2,2,3,1,0,4,0,2,0.0,0.0,1
51208,0,1,20,0,1,1101.0,0,1,3,3,1,3,1,1,2,4,3,0,0,1,40.0,52.0,0
124171,1,0,39,0,0,1755.0,2,2,2,2,2,3,3,4,4,4,4,3,4,4,0.0,0.0,1
63620,1,0,57,0,0,328.0,1,1,1,1,0,4,4,0,0,3,3,3,0,3,70.0,61.0,1
7716,0,0,47,1,1,834.0,1,1,4,1,2,4,3,0,0,3,0,4,0,3,0.0,0.0,1
4491,1,0,62,1,1,2049.0,1,3,1,0,1,1,3,1,4,3,3,4,4,1,7.0,0.0,0
93139,0,0,59,0,1,260.0,3,2,2,2,0,0,0,3,3,3,3,0,3,1,0.0,0.0,1
23885,0,0,65,1,1,755.0,1,1,1,1,3,3,3,4,4,4,4,3,4,3,0.0,0.0,1
89328,0,0,74,0,2,283.0,3,0,0,0,1,2,3,3,3,3,3,4,3,0,23.0,20.0,1
41375,0,1,28,0,1,2330.0,1,1,2,2,4,2,4,4,2,4,2,3,2,4,0.0,0.0,0
104322,0,0,41,0,0,766.0,0,0,0,0,4,3,4,3,3,3,3,3,3,0,0.0,0.0,1
41136,1,1,37,0,1,1624.0,1,1,1,2,0,1,0,0,0,2,4,4,3,0,0.0,0.0,0
68246,0,0,28,0,0,2537.0,1,1,1,1,1,1,1,1,0,2,3,1,3,1,0.0,1.0,0
93909,1,0,39,0,0,1936.0,2,2,2,2,2,2,0,3,3,3,3,1,3,4,14.0,3.0,1
46050,0,1,27,0,1,2166.0,2,2,2,1,3,2,1,3,4,3,4,2,2,3,10.0,2.0,0
89407,1,0,66,0,1,1911.0,3,2,3,2,3,3,3,3,2,2,2,3,1,3,0.0,0.0,1
40704,1,1,24,0,0,2058.0,1,3,1,0,2,1,2,2,0,0,4,4,3,2,0.0,0.0,1
17211,1,0,14,1,1,2600.0,2,4,2,2,1,2,1,1,4,2,1,1,1,1,12.0,0.0,0
2837,0,0,68,1,1,97.0,4,3,4,3,1,4,1,1,0,0,3,3,4,1,0.0,0.0,1
111248,1,0,39,0,0,80.0,1,1,3,1,2,0,4,4,4,4,0,3,4,3,0.0,0.0,1
1193,0,0,31,1,1,2643.0,1,4,1,0,0,3,3,3,3,1,2,4,3,0,19.0,3.0,1
52832,0,1,37,0,0,1748.0,0,0,0,2,4,0,3,4,0,2,3,0,3,4,0.0,0.0,0
24530,1,0,28,1,1,2268.0,0,3,0,1,4,0,0,4,2,1,3,2,1,4,4.0,0.0,0
31018,1,0,22,1,1,2261.0,0,4,0,3,0,0,0,0,0,3,4,4,4,0,0.0,0.0,0
14852,1,0,42,1,0,1068.0,2,3,2,3,2,4,4,0,0,2,0,3,0,0,0.0,28.0,0
80363,0,0,53,0,1,131.0,0,3,3,3,1,2,2,0,0,0,0,2,0,2,0.0,0.0,0
11379,0,0,15,1,1,1372.0,3,1,1,1,1,1,3,3,3,3,3,4,3,0,12.0,0.0,1
70700,0,0,40,0,0,640.0,2,2,4,2,3,4,1,2,2,2,2,3,2,2,67.0,56.0,1
58459,1,1,19,0,1,2376.0,3,3,3,1,2,3,2,2,2,4,2,4,2,2,0.0,3.0,1
89845,0,0,30,0,0,2483.0,3,3,3,3,3,3,3,3,3,1,1,2,4,3,0.0,0.0,1
42145,0,1,22,0,1,2487.0,1,1,1,0,2,1,4,2,3,4,3,2,3,2,25.0,38.0,0
79435,0,0,69,0,0,73.0,2,2,2,2,1,0,0,0,0,0,2,1,0,3,7.0,8.0,0
84209,0,0,23,0,0,3529.0,0,4,4,4,0,0,0,0,2,4,3,3,0,0,0.0,0.0,0
6281,1,0,55,1,0,221.0,1,4,1,1,2,4,1,2,2,1,2,2,2,4,25.0,22.0,0
5232,1,0,40,1,1,1465.0,1,3,1,3,2,1,2,2,1,3,3,1,3,2,0.0,0.0,0
108042,1,0,54,0,0,2918.0,0,0,0,0,4,4,3,3,3,3,3,4,3,4,0.0,53.0,1
71303,0,0,38,0,0,951.0,2,1,1,1,2,2,0,2,2,2,2,3,2,2,0.0,0.0,0
93538,1,0,35,0,0,2629.0,4,4,4,4,2,0,4,3,3,3,3,0,3,0,0.0,0.0,1
66607,0,0,60,0,2,1623.0,1,1,3,1,1,2,0,1,1,1,1,3,1,3,0.0,17.0,0
127838,0,0,49,0,0,3365.0,2,2,2,2,0,2,1,4,4,4,4,3,4,2,0.0,0.0,1
49536,0,1,22,0,1,1686.0,2,0,2,3,0,2,0,0,2,4,2,1,2,0,0.0,0.0,0
45541,0,1,30,0,1,1932.0,2,1,2,2,3,2,1,3,1,3,2,3,0,3,0.0,0.0,0
8587,1,0,61,1,0,662.0,2,1,2,2,4,2,0,3,3,2,2,1,3,1,1.0,0.0,0
117536,1,0,48,0,0,3449.0,2,2,4,2,0,3,4,4,4,4,4,4,4,3,13.0,39.0,1
51002,0,1,25,0,0,2637.0,0,1,0,3,0,0,0,0,0,0,4,3,4,0,6.0,2.0,0
68924,1,0,31,0,1,2104.6,1,4,4,4,1,1,1,1,2,3,3,0,3,1,9.0,2.0,0
3403,0,0,14,1,1,2695.0,1,1,1,2,0,3,3,0,0,0,0,3,0,3,1.0,0.0,1
79519,1,0,16,0,1,3007.0,0,0,0,0,0,0,2,0,2,1,0,0,3,0,17.0,7.0,0
47368,0,1,35,0,0,1781.0,2,2,2,0,2,2,2,2,4,2,4,0,3,2,0.0,0.0,0
126888,0,0,39,0,1,1549.0,4,2,2,2,4,4,4,4,3,1,0,3,1,4,0.0,0.0,1
73850,0,0,49,0,0,2202.0,2,1,1,1,4,3,0,2,2,2,2,3,2,3,0.0,0.0,0
4199,0,0,55,1,1,1274.0,1,3,1,3,4,3,3,2,2,2,2,4,2,0,0.0,9.0,1
120752,1,0,32,0,0,2458.0,1,1,1,1,4,4,4,4,3,3,0,3,3,4,0.0,0.0,1
58614,1,1,28,0,0,1631.0,3,3,3,1,4,3,0,4,0,3,4,3,3,4,86.0,76.0,1
51046,0,1,26,0,1,1406.0,0,1,0,3,0,0,0,0,0,0,0,1,3,0,5.400000000000001,87.0,0
45549,0,1,27,0,1,1601.0,2,1,2,2,3,2,3,3,1,2,2,1,2,3,4.0,0.0,0
70455,1,0,25,0,0,2458.0,2,2,2,2,2,2,2,2,2,3,2,3,1,2,53.0,44.0,0
7655,0,0,41,1,1,2734.0,0,2,2,2,0,3,0,0,1,4,0,3,2,0,19.0,0.0,1
499,0,0,37,1,2,977.0,1,3,1,3,0,1,0,0,4,0,4,3,3,0,0.0,0.0,1
78088,0,0,59,0,0,3046.0,0,0,0,0,4,3,4,0,0,2,0,4,0,0,0.0,0.0,1
74098,0,0,40,0,0,1675.0,2,2,2,2,3,0,0,2,2,2,2,0,2,0,0.0,0.0,0
21046,1,0,37,1,1,2825.0,0,1,0,3,2,0,2,2,3,2,0,0,3,2,0.0,0.0,0
23846,1,0,41,1,1,1635.0,0,0,0,3,4,0,4,4,3,2,0,2,0,4,0.0,0.0,0
124684,0,0,44,0,0,2521.0,2,2,2,2,4,4,4,3,4,3,3,4,3,4,0.0,0.0,1
107556,1,0,30,0,0,4727.0,1,1,1,1,3,3,3,3,4,3,3,0,3,3,0.0,33.0,1
65971,1,0,24,0,0,1997.0,1,1,1,3,3,1,3,3,2,3,3,2,0,3,0.0,0.0,0
73064,1,0,49,0,0,2451.0,0,2,0,0,0,3,3,2,2,2,2,3,2,4,0.0,0.0,1
90592,1,0,49,0,1,1382.0,3,0,0,0,3,3,3,3,2,3,4,0,4,3,0.0,0.0,1
114715,1,0,52,0,1,1399.0,4,2,2,2,4,4,4,4,0,1,4,1,0,4,7.0,0.0,1
121036,1,0,55,0,1,1476.0,4,2,2,2,4,4,4,4,0,2,0,2,2,4,0.0,0.0,1
49080,0,1,43,0,0,1623.0,2,2,2,4,0,2,0,0,3,3,3,0,3,0,0.0,0.0,0
19374,0,0,46,1,2,1050.0,0,0,0,0,3,3,3,4,4,3,4,4,4,0,1.0,0.0,1
128876,1,0,26,0,0,3544.0,0,0,0,0,4,4,4,4,0,3,3,4,3,4,0.0,0.0,1
88280,1,0,31,0,0,1592.0,0,0,0,0,0,3,0,0,3,3,3,4,4,0,0.0,1.0,1
115679,0,0,53,0,0,1686.0,0,1,0,0,3,4,4,4,4,4,4,3,4,4,0.0,2.0,1
52960,1,1,26,0,1,2017.0,0,0,0,2,4,0,3,4,0,1,1,1,3,4,7.0,2.0,0
39414,1,0,66,1,1,2799.0,4,3,4,4,4,4,4,4,4,0,3,4,3,4,0.0,0.0,1
123989,1,0,31,0,2,4235.0,4,4,4,4,4,4,4,3,3,3,2,4,3,4,0.0,24.0,1
19367,0,0,48,1,1,1068.0,2,2,2,2,4,4,3,4,4,3,4,3,4,0,0.0,19.0,1
78773,1,0,58,0,1,2116.0,0,4,4,4,2,0,2,2,2,4,3,0,3,2,5.400000000000001,85.0,1
89789,0,0,46,0,0,1556.0,4,4,4,4,2,4,4,3,3,3,3,3,3,3,2.0,0.0,1
64547,1,0,47,0,0,2073.0,1,1,1,3,3,4,3,2,2,2,2,2,2,1,0.0,0.0,1
4220,1,0,64,1,1,2914.0,1,3,1,0,0,1,0,0,3,4,3,3,3,0,0.0,0.0,0
125044,0,0,42,0,0,1539.0,1,1,3,1,4,0,1,4,4,4,4,0,4,2,0.0,47.0,1
2553,1,0,14,1,1,2166.0,1,0,1,2,0,1,0,0,2,2,0,0,4,0,0.0,0.0,0
44131,0,1,20,0,1,1801.0,1,3,1,2,3,1,3,3,4,2,3,4,4,3,0.0,0.0,0
128770,0,0,44,0,1,447.0,4,0,0,0,4,3,4,4,4,4,4,4,4,0,0.0,0.0,1
103683,0,0,52,0,1,2102.0,3,4,4,4,3,2,2,3,3,3,3,2,3,2,1.0,0.0,1
22688,0,0,46,1,1,1295.0,2,2,2,2,0,4,4,4,4,4,4,3,4,3,0.0,0.0,1
90916,1,0,30,0,0,4737.0,4,4,4,4,3,3,3,3,3,0,3,0,4,3,0.0,0.0,1
106595,0,0,29,0,1,1723.0,3,1,1,1,3,3,3,3,1,2,0,0,0,3,1.0,0.0,1
118101,1,0,38,0,0,946.0,4,4,4,4,3,2,3,4,4,4,4,3,4,4,0.0,0.0,1
129081,0,0,41,0,0,3802.0,0,2,0,0,0,4,3,4,4,4,4,3,4,0,0.0,0.0,1
17940,0,0,54,1,2,907.0,0,0,0,0,0,4,2,3,3,3,3,4,3,3,0.0,0.0,1
36119,1,0,24,1,0,1626.0,3,3,3,4,2,3,2,2,4,3,4,3,3,2,0.0,42.0,0
116029,1,0,30,0,0,2076.0,1,1,1,1,4,4,4,4,1,1,2,1,3,4,0.0,0.0,1
101362,1,0,35,0,1,1249.0,3,0,0,0,3,3,3,3,1,2,0,1,2,3,0.0,0.0,1
127146,1,0,51,0,0,3322.0,2,2,2,2,4,4,4,4,4,4,4,3,4,4,0.0,0.0,1
74323,1,0,38,0,1,3452.0,2,1,1,1,2,2,2,2,0,4,2,1,0,2,0.0,0.0,0
19504,0,0,24,1,1,2007.0,2,2,1,2,3,3,3,4,4,3,4,0,4,0,0.0,0.0,1
61737,0,1,22,0,0,1619.0,4,1,4,0,2,4,2,2,3,2,4,0,4,2,0.0,0.0,1
20573,0,0,10,1,1,2242.0,0,1,0,2,0,4,4,1,3,2,0,4,1,4,170.0,162.0,0
33119,1,0,33,1,1,1157.0,3,2,3,0,4,3,4,4,2,0,0,2,0,4,0.0,0.0,0
28630,1,0,62,1,1,3438.0,0,4,0,1,4,0,4,4,4,4,0,3,3,4,3.0,0.0,0
63332,1,1,23,0,1,2522.0,4,4,4,3,1,4,1,1,0,0,3,4,4,1,0.0,0.0,1
91125,0,0,22,0,0,1660.0,0,0,0,0,3,3,3,3,0,2,3,4,3,3,2.0,0.0,1
51951,0,1,36,0,1,1631.0,0,2,0,0,4,0,4,4,3,3,2,3,0,4,11.0,6.0,0
33620,0,0,36,1,1,1822.0,3,0,3,0,3,3,3,3,0,3,3,1,0,3,0.0,0.0,0
126301,1,0,39,0,0,624.0,4,4,4,4,3,1,0,4,4,4,4,0,4,3,0.0,3.0,1
38665,0,0,27,1,1,1957.0,4,2,4,3,4,4,4,4,2,2,3,0,3,4,0.0,0.0,1
34789,0,0,62,1,1,645.0,3,3,3,2,2,3,4,2,2,3,2,0,2,3,0.0,0.0,0
78589,0,0,57,0,0,63.0,1,0,0,0,0,1,2,0,0,0,1,1,0,0,0.0,0.0,0
56510,1,1,41,0,1,1215.0,0,4,0,3,4,0,4,4,3,2,4,1,4,4,24.0,29.0,0
126163,1,0,40,0,0,1940.0,4,3,4,4,2,3,4,4,4,4,4,0,4,0,37.0,30.0,1
21222,1,0,25,1,1,1361.0,0,1,0,3,3,0,3,3,1,1,3,3,3,3,72.0,78.0,0
85930,1,0,35,0,1,2250.0,0,4,4,4,0,0,0,0,0,4,3,0,3,0,3.0,0.0,0
79339,1,0,26,0,1,2712.0,0,3,3,3,0,0,2,0,3,4,0,0,0,0,7.0,14.0,0
60593,1,1,18,0,1,1831.0,3,3,3,3,2,3,2,2,3,2,0,2,0,2,11.0,3.0,0
24935,0,0,53,1,1,238.0,2,2,2,2,4,3,3,4,4,4,4,3,4,3,55.0,48.0,1
86337,1,0,37,0,0,1893.0,4,4,4,4,0,3,3,0,0,0,0,3,0,0,1.0,0.0,1
103710,0,0,36,0,0,2447.0,4,4,4,4,2,4,4,3,3,3,3,3,3,3,0.0,0.0,1
62820,1,1,27,0,0,2348.0,4,4,4,2,3,4,0,3,0,2,4,3,3,3,61.0,51.0,1
4231,0,0,17,1,1,2146.0,1,3,1,3,0,3,4,3,3,3,3,0,3,3,0.0,0.0,1
54976,0,1,33,0,0,1286.0,0,0,0,3,3,0,3,3,3,4,4,4,4,3,12.0,0.0,0
115755,1,0,43,0,0,1598.0,3,3,3,3,2,2,3,4,4,4,4,2,4,1,0.0,0.0,1
39518,0,0,54,1,1,1096.0,4,4,4,1,4,3,3,0,0,4,0,0,0,4,2.0,0.0,1
56724,1,1,24,0,1,2579.2,3,1,3,1,2,3,2,2,0,4,4,0,3,2,25.0,35.0,1
91883,0,0,45,0,0,461.0,2,2,2,2,2,4,3,3,3,3,3,3,3,0,49.0,64.0,1
69174,1,0,25,0,1,2032.0,1,1,4,4,1,1,2,1,1,3,0,2,0,1,44.0,39.0,0
37096,0,0,62,1,1,1698.6,3,4,3,2,3,3,3,3,3,3,3,4,3,4,0.0,0.0,1
53262,0,1,48,0,1,2285.0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2.0,0.0,0
118333,1,0,28,0,0,4772.0,2,2,2,2,4,4,4,4,4,3,0,1,2,4,0.0,0.0,1
78169,1,0,32,0,1,2313.0,0,4,2,4,0,2,0,0,1,4,3,3,3,0,0.0,0.0,0
80639,1,0,23,0,0,4828.0,1,1,1,1,0,0,0,0,0,3,4,4,3,0,2.0,0.0,1
59928,1,1,50,0,1,1543.0,3,3,3,0,4,3,4,4,3,0,0,4,4,4,0.0,0.0,0
8720,0,0,25,1,1,2776.0,0,0,0,0,3,3,4,3,3,3,3,4,3,0,2.0,11.0,1
48600,1,1,24,0,1,2060.0,2,2,2,3,3,2,3,3,3,2,3,1,0,3,9.0,0.0,0
16261,0,0,18,1,1,1937.0,4,4,4,4,2,4,3,3,3,3,3,3,3,3,1.0,0.0,1
27929,0,0,64,1,1,2092.0,0,3,0,4,0,4,4,4,2,3,4,4,4,4,186.0,195.0,0
57421,0,1,21,0,0,1472.0,3,1,3,4,1,3,1,1,4,4,4,0,3,1,0.0,0.0,1
105661,0,0,40,0,0,459.0,0,0,0,0,2,4,3,3,3,3,3,3,3,0,1.0,0.0,1
70073,1,0,42,0,1,2472.0,2,4,4,4,1,2,1,1,3,4,0,1,3,1,57.0,33.0,0
126033,1,0,46,0,1,1940.0,4,3,3,3,4,4,4,4,1,3,2,1,2,4,0.0,0.0,1
78163,1,0,54,0,0,364.0,0,2,2,2,3,3,3,0,0,2,0,2,0,0,0.0,7.0,0
91887,1,0,38,0,0,1938.0,0,0,0,0,4,4,3,3,3,3,3,4,3,0,0.0,0.0,1
59272,1,1,38,0,1,3088.0,3,3,3,0,1,3,2,1,1,4,0,3,3,1,1.0,5.0,0
28339,1,0,18,1,1,1163.0,0,4,1,0,4,1,4,4,0,0,0,1,3,4,0.0,0.0,0
42088,1,1,37,0,1,2663.0,1,1,1,0,3,1,3,3,2,2,3,1,0,3,0.0,0.0,0
59886,0,1,38,0,1,1691.0,3,3,3,0,0,3,0,0,0,0,0,0,3,0,0.0,0.0,0
100645,1,0,32,0,0,3920.0,2,2,2,2,3,3,3,3,3,1,1,0,4,3,0.0,0.0,1
6294,1,0,38,1,2,1014.0,1,4,1,1,3,1,1,3,0,2,0,4,3,3,0.0,8.0,0
110942,1,0,29,0,2,1836.0,4,1,1,1,4,3,4,4,4,3,4,2,1,4,0.0,0.0,1
126062,0,0,54,0,0,756.0,0,0,0,0,2,4,4,4,4,4,4,3,4,4,60.0,71.0,1
63252,1,1,45,0,0,1826.0,4,4,4,3,2,4,0,2,3,2,3,3,4,2,0.0,0.0,1
125916,0,0,47,0,1,638.0,4,4,1,4,4,1,3,4,4,4,4,4,4,1,0.0,0.0,1
91875,0,0,26,0,0,1906.0,2,2,2,2,3,3,3,3,3,2,4,0,4,3,0.0,3.0,1
31497,0,0,46,1,1,1492.0,0,4,0,4,2,3,3,3,3,0,3,0,3,4,21.0,19.0,0
119831,0,0,55,0,0,1850.0,4,4,0,4,0,4,3,4,4,4,4,1,4,2,0.0,0.0,1
123450,1,0,57,0,0,3170.0,4,4,2,4,0,4,3,4,4,4,4,4,4,4,1.0,0.0,1
109681,1,0,46,0,0,1750.0,1,1,1,1,3,0,4,4,4,3,4,3,4,4,8.0,0.0,1
119755,0,0,41,0,0,3673.0,2,2,2,2,4,3,1,4,4,4,4,1,4,1,50.0,35.0,1
58959,1,1,27,0,1,2182.0,3,3,3,2,2,3,2,2,0,4,2,3,0,2,0.0,2.0,1
37867,0,0,21,1,1,1716.0,3,4,3,3,4,3,4,4,0,4,4,0,3,4,61.0,44.0,0
113838,1,0,59,0,0,2508.0,3,3,3,3,4,3,3,4,4,4,4,4,4,0,9.0,9.0,1
21921,0,0,66,1,2,500.0,3,3,3,3,4,3,3,4,4,4,4,0,4,0,0.0,2.0,1
41312,0,1,22,0,1,2187.0,1,1,1,3,1,2,2,0,3,4,4,2,4,2,116.0,150.0,0
7225,1,0,53,1,1,1320.0,1,4,1,0,0,1,0,0,0,2,4,3,3,0,7.0,18.0,0
7553,0,0,54,1,1,1735.0,3,3,4,3,0,4,3,0,0,3,0,3,0,3,7.0,0.0,1
5166,1,0,69,1,0,438.0,1,3,1,3,1,0,0,2,2,1,2,1,2,0,48.0,32.0,0
58905,1,1,38,0,0,1114.0,3,3,3,2,3,3,4,3,0,2,4,3,4,3,0.0,0.0,1
109813,1,0,57,0,0,1995.0,1,1,1,1,0,4,3,4,4,3,4,4,4,3,59.0,52.0,1
95969,0,0,35,0,1,1786.0,3,1,1,1,3,3,3,3,2,0,3,2,1,3,0.0,0.0,1
18499,1,0,20,1,1,1636.0,2,4,2,0,2,2,0,2,3,0,4,4,3,2,0.0,0.0,0
123220,1,0,36,0,0,470.0,0,0,0,0,2,3,3,4,4,4,4,3,4,4,0.0,24.0,1
47378,0,1,27,0,1,1805.0,2,2,2,0,1,2,0,1,3,1,3,2,0,1,21.0,10.0,0
110874,1,0,36,0,0,2266.0,3,3,3,3,3,4,3,4,4,3,4,3,4,3,0.0,0.0,1
1556,0,0,36,1,1,4171.0,3,0,3,3,3,3,3,3,0,2,1,2,1,3,0.0,0.0,1
21588,0,0,9,1,1,4189.0,2,2,2,2,4,0,4,4,4,4,4,3,4,4,62.0,75.0,1
102162,1,0,50,0,0,279.0,3,2,2,2,4,0,0,3,3,3,3,1,3,1,0.0,0.0,0
53757,1,1,36,0,0,1737.0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,33.0,17.0,0
39101,1,0,30,1,1,1535.0,4,3,4,2,1,4,1,1,3,4,3,4,3,1,13.0,2.0,1
66998,0,0,32,0,0,3516.0,1,3,3,3,1,1,1,1,3,1,2,0,2,1,9.0,6.0,0
60254,1,1,19,0,1,1896.0,3,3,3,3,1,3,1,1,0,4,3,0,3,1,0.0,6.0,0
35907,0,0,10,1,2,1616.0,3,3,3,3,4,3,4,4,0,4,4,3,4,4,0.0,0.0,0
57629,1,1,36,0,1,2409.0,3,1,3,3,2,3,2,2,2,0,3,3,3,2,0.0,0.0,0
88976,0,0,17,0,1,2846.0,3,0,0,0,3,3,0,3,2,3,3,1,0,3,0.0,0.0,1
71482,0,0,22,0,0,4756.0,4,4,4,4,2,2,2,2,3,0,3,0,3,2,0.0,0.0,1
83292,1,0,46,0,0,3954.0,3,3,3,3,1,2,1,0,0,0,0,4,0,3,10.0,7.0,1
98189,0,0,38,0,0,3393.0,0,0,0,0,0,3,0,3,3,3,3,0,3,3,25.0,22.0,1
26361,0,0,18,1,1,1040.1999999999998,3,3,3,3,1,4,0,4,4,4,4,3,4,3,4.0,0.0,1
86593,1,0,17,0,2,2149.0,0,1,1,1,0,0,3,0,1,0,3,0,3,0,47.0,33.0,0
121135,1,0,55,0,1,1703.0,4,1,1,1,4,4,4,4,0,2,1,2,2,4,0.0,0.0,1
8279,1,0,18,1,1,1885.0,2,1,2,3,2,2,2,2,0,0,0,3,4,2,0.0,20.0,0
49653,0,1,34,0,0,1974.0,2,0,0,2,0,0,0,0,3,3,3,3,4,0,25.0,32.0,0
41982,0,1,57,0,2,2716.0,1,1,1,0,1,1,1,1,1,0,3,1,2,1,149.0,115.0,0
120726,1,0,56,0,0,1630.0,3,3,3,3,0,0,4,4,4,4,4,3,4,0,58.0,47.0,1
68235,0,0,7,0,0,4384.0,1,2,2,2,1,1,1,1,3,0,3,2,0,1,0.0,0.0,0
39173,1,0,27,1,1,1730.0,4,3,4,0,3,4,1,3,3,0,3,4,3,3,0.0,0.0,1
128736,0,0,45,0,0,687.0,2,2,2,2,0,3,4,4,4,4,4,3,4,4,14.0,10.0,1
81424,0,0,58,0,1,239.0,0,3,3,3,4,3,3,0,0,0,0,2,0,1,28.0,9.0,0
127471,1,0,49,0,0,2023.0,1,1,2,1,3,3,4,4,4,4,4,4,4,4,64.0,56.0,1
105564,1,0,39,0,2,1875.0,3,3,3,3,3,3,3,3,2,1,2,4,0,3,0.0,0.0,1
56760,0,1,38,0,1,988.0,3,1,3,1,2,3,2,2,0,0,0,1,3,2,0.0,0.0,0
56215,0,1,35,0,1,2005.0,0,3,3,0,4,3,4,4,0,0,0,1,3,4,0.0,0.0,0
85579,1,0,51,0,0,1623.0,0,2,2,2,4,0,3,0,0,0,0,2,0,1,0.0,0.0,0
60257,0,1,23,0,1,2541.0,3,3,3,3,0,3,0,0,1,0,4,3,3,0,2.0,0.0,1
86510,1,0,53,0,0,414.0,4,4,4,4,0,4,2,0,0,0,0,1,0,4,19.0,33.0,1
68843,0,0,35,0,1,3603.0,1,2,1,1,1,1,1,1,0,0,0,1,1,1,0.0,0.0,0
124807,0,0,53,0,0,2034.0,4,4,1,4,2,4,4,4,4,4,4,3,4,4,5.0,0.0,1
77503,1,0,36,0,0,1699.0,4,4,1,4,2,1,2,2,2,2,2,1,2,4,0.0,0.0,1
111484,1,0,33,0,0,3316.0,3,3,3,3,4,3,3,3,3,0,3,3,4,3,0.0,0.0,1
70206,0,0,72,0,0,2317.0,1,4,4,4,4,3,3,2,2,2,1,1,2,1,0.0,0.0,0
70665,0,0,30,0,0,5075.0,1,1,1,1,2,2,2,2,4,3,3,3,4,2,5.0,3.0,1
123448,0,0,56,0,0,434.0,2,2,2,2,3,3,4,4,4,4,4,0,4,4,0.0,0.0,1
120001,1,0,55,0,0,2065.0,1,1,1,1,3,3,4,4,4,4,4,3,4,3,0.0,0.0,1
11985,0,0,36,1,1,1476.0,1,1,1,1,0,4,3,3,3,3,3,4,3,0,101.0,86.0,1
53949,0,1,20,0,1,2126.0,0,0,0,0,4,0,3,4,0,4,0,2,3,4,3.0,11.0,0
107913,0,0,37,0,0,677.0,0,0,0,0,0,3,3,3,3,3,3,4,3,4,0.0,0.0,1
110407,1,0,40,0,0,3274.0,3,3,3,3,3,3,3,4,4,3,4,4,4,3,2.0,0.0,1
50955,0,1,23,0,1,1894.0,0,1,0,0,0,0,3,0,4,3,0,2,3,0,47.0,48.0,0
111179,1,0,42,0,0,1042.0,3,3,3,3,3,4,3,0,0,4,0,3,0,1,0.0,0.0,1
6727,1,0,34,1,0,2514.0,1,4,1,0,3,4,3,1,1,1,1,4,1,3,0.0,4.399999999999999,0
63862,1,0,47,0,0,360.0,1,1,1,2,0,3,4,0,0,0,0,0,0,3,0.0,2.9999999999999982,1
33543,0,0,61,1,0,268.0,3,0,3,2,0,0,2,3,3,3,3,2,3,2,0.0,0.0,0
120380,0,0,64,0,1,746.0,4,1,2,1,0,0,3,4,4,4,4,4,4,1,0.0,0.0,1
72773,0,0,53,0,1,237.0,2,3,3,3,1,0,0,2,2,2,2,2,2,1,0.0,16.0,0
61583,0,1,26,0,1,2069.0,4,1,4,2,2,4,3,2,4,0,0,3,1,2,0.0,0.0,1
16214,0,0,14,1,2,1166.0,0,0,0,0,2,4,4,3,3,3,3,4,3,0,10.0,8.0,1
70822,0,0,39,0,2,842.0,2,1,1,1,2,2,2,2,2,1,1,3,2,2,0.0,0.0,0
25007,0,0,67,1,0,2510.0,3,4,3,3,2,4,4,4,4,4,4,4,4,4,0.0,0.0,1
8027,0,0,63,1,1,526.0,3,2,2,2,2,1,3,0,0,3,0,3,0,4,12.0,8.0,1
9973,1,0,20,1,1,1432.0,2,2,2,0,0,2,0,0,2,1,0,3,0,0,0.0,0.0,0
18584,1,0,20,1,1,1566.0,2,4,2,0,3,2,3,3,4,4,4,3,4,3,0.0,0.0,0
42302,0,1,24,0,1,2607.0,1,1,1,0,4,1,4,4,2,4,3,0,0,4,47.0,45.0,0
101893,1,0,30,0,1,2680.0,3,4,4,4,3,3,3,3,0,0,2,4,4,3,0.0,0.0,1
53436,0,1,42,0,0,3485.0,0,0,0,0,2,0,2,2,0,3,4,4,4,2,5.0,0.0,0
22536,0,0,22,1,1,1202.0,4,4,4,4,3,4,3,4,4,4,4,0,4,4,0.0,0.0,1
3614,1,0,56,1,2,1893.0,1,3,1,1,4,1,4,4,3,3,3,3,3,4,0.0,0.0,0
81924,0,0,52,0,2,1014.0,0,2,2,2,3,3,3,0,0,0,0,3,0,1,33.0,19.0,0
120063,1,0,44,0,0,2270.0,2,2,2,2,0,4,3,4,4,4,4,3,4,0,0.0,0.0,1
114125,1,0,59,0,0,1690.0,2,2,2,2,3,0,3,4,4,4,4,4,4,3,0.0,17.0,1
70509,1,0,49,0,0,2868.0,4,4,4,4,3,3,3,2,2,2,2,0,2,3,0.0,0.0,1
107915,0,0,57,0,0,2012.0,3,3,3,3,1,0,0,3,3,3,3,4,3,1,0.0,0.0,1
