Id,satisfaction_v2,Gate location,Cleanliness
129212,satisfied,Satisfait,Tres satisfait
120847,satisfied,Satisfait,Tres satisfait
10012,satisfied,"Ni satisfait, ni insatisfait",Pas du tout satisfait
55539,dissatisfied,Tres satisfait,Tres satisfait
70462,satisfied,Pas du tout satisfait,Peu satisfait
24576,dissatisfied,Pas du tout satisfait,"Ni satisfait, ni insatisfait"
126880,satisfied,Peu satisfait,Peu satisfait
46299,dissatisfied,Peu satisfait,Peu satisfait
126136,satisfied,Peu satisfait,"Ni satisfait, ni insatisfait"
22488,dissatisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
181,satisfied,Pas du tout satisfait,"Ni satisfait, ni insatisfait"
122885,satisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
88121,satisfied,Pas du tout satisfait,Satisfait
3455,dissatisfied,Pas du tout satisfait,Satisfait
26834,satisfied,Pas du tout satisfait,Tres satisfait
61411,satisfied,Pas du tout satisfait,Tres satisfait
123006,satisfied,Satisfait,Tres satisfait
114488,satisfied,Pas du tout satisfait,Tres satisfait
127258,satisfied,Peu satisfait,Tres satisfait
121965,satisfied,Pas du tout satisfait,Tres satisfait
98318,satisfied,Pas du tout satisfait,"Ni satisfait, ni insatisfait"
42564,dissatisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
70755,satisfied,Tres satisfait,Tres satisfait
95028,satisfied,Peu satisfait,Satisfait
72120,satisfied,Peu satisfait,"Ni satisfait, ni insatisfait"
50831,dissatisfied,Peu satisfait,Tres satisfait
41505,dissatisfied,Pas du tout satisfait,Satisfait
93695,dissatisfied,Satisfait,Satisfait
61915,satisfied,Satisfait,Tres satisfait
63844,satisfied,Peu satisfait,Tres satisfait
26581,satisfied,Satisfait,Tres satisfait
11999,dissatisfied,Satisfait,Satisfait
91187,satisfied,Peu satisfait,Satisfait
103482,dissatisfied,Peu satisfait,Satisfait
38908,satisfied,Satisfait,"Ni satisfait, ni insatisfait"
24455,dissatisfied,Pas du tout satisfait,Tres satisfait
14511,dissatisfied,"Ni satisfait, ni insatisfait",Tres satisfait
68023,dissatisfied,Peu satisfait,Pas du tout satisfait
63530,satisfied,Tres satisfait,Satisfait
76717,satisfied,"Ni satisfait, ni insatisfait",Peu satisfait
117786,satisfied,Pas du tout satisfait,Tres satisfait
31679,dissatisfied,Tres satisfait,Satisfait
3288,dissatisfied,Satisfait,Satisfait
28258,dissatisfied,Peu satisfait,"Ni satisfait, ni insatisfait"
5829,dissatisfied,"Ni satisfait, ni insatisfait",Satisfait
68007,dissatisfied,Pas du tout satisfait,"Ni satisfait, ni insatisfait"
82111,satisfied,Tres satisfait,"Ni satisfait, ni insatisfait"
824,satisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
16224,dissatisfied,Satisfait,Tres satisfait
49861,dissatisfied,Tres satisfait,Satisfait
123916,satisfied,Pas du tout satisfait,Satisfait
36090,dissatisfied,Tres satisfait,Tres satisfait
28222,dissatisfied,Satisfait,Tres satisfait
54294,dissatisfied,"Ni satisfait, ni insatisfait",Satisfait
62128,satisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
30806,dissatisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
108747,satisfied,Satisfait,"Ni satisfait, ni insatisfait"
81655,dissatisfied,Tres satisfait,"Ni satisfait, ni insatisfait"
92012,satisfied,Peu satisfait,Satisfait
119523,satisfied,"Ni satisfait, ni insatisfait",Tres satisfait
118723,satisfied,Peu satisfait,Tres satisfait
65390,satisfied,Pas du tout satisfait,"Ni satisfait, ni insatisfait"
87541,satisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
10610,satisfied,Pas du tout satisfait,Satisfait
119468,satisfied,Satisfait,Tres satisfait
29348,dissatisfied,Peu satisfait,Satisfait
55250,dissatisfied,Satisfait,Satisfait
14875,satisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
8697,satisfied,Tres satisfait,Satisfait
37099,satisfied,Peu satisfait,Satisfait
103027,satisfied,"Ni satisfait, ni insatisfait",Tres satisfait
51672,dissatisfied,"Ni satisfait, ni insatisfait",Tres satisfait
26393,dissatisfied,"Ni satisfait, ni insatisfait",Satisfait
68341,dissatisfied,"Ni satisfait, ni insatisfait",Pas du tout satisfait
119498,satisfied,Pas du tout satisfait,Tres satisfait
10862,dissatisfied,Peu satisfait,Peu satisfait
1077,dissatisfied,Peu satisfait,"Ni satisfait, ni insatisfait"
48312,dissatisfied,Satisfait,Satisfait
94835,satisfied,Tres satisfait,Tres satisfait
37967,dissatisfied,Satisfait,"Ni satisfait, ni insatisfait"
61638,satisfied,Peu satisfait,Tres satisfait
51217,dissatisfied,"Ni satisfait, ni insatisfait",Satisfait
68168,dissatisfied,Tres satisfait,Pas du tout satisfait
23603,dissatisfied,Satisfait,Pas du tout satisfait
88752,satisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
8641,satisfied,Pas du tout satisfait,Satisfait
58406,dissatisfied,Pas du tout satisfait,Peu satisfait
50695,dissatisfied,Pas du tout satisfait,Pas du tout satisfait
116804,satisfied,Peu satisfait,Tres satisfait
74186,dissatisfied,Tres satisfait,Peu satisfait
29515,dissatisfied,Peu satisfait,Tres satisfait
6740,satisfied,Satisfait,"Ni satisfait, ni insatisfait"
27699,dissatisfied,Satisfait,"Ni satisfait, ni insatisfait"
79804,satisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
90100,satisfied,Tres satisfait,Satisfait
126918,satisfied,Pas du tout satisfait,Satisfait
94052,satisfied,Satisfait,Tres satisfait
61764,satisfied,"Ni satisfait, ni insatisfait",Satisfait
26296,satisfied,Pas du tout satisfait,Tres satisfait
114625,satisfied,Satisfait,Tres satisfait
77508,satisfied,Satisfait,Peu satisfait
36123,dissatisfied,Tres satisfait,Satisfait
123119,satisfied,Pas du tout satisfait,Satisfait
1574,dissatisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
2981,dissatisfied,Satisfait,Satisfait
25759,satisfied,Tres satisfait,Tres satisfait
81828,dissatisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
77639,satisfied,"Ni satisfait, ni insatisfait",Peu satisfait
124867,satisfied,Peu satisfait,Tres satisfait
28872,satisfied,Tres satisfait,Tres satisfait
46054,dissatisfied,Pas du tout satisfait,Tres satisfait
77108,dissatisfied,"Ni satisfait, ni insatisfait",Satisfait
52524,dissatisfied,Pas du tout satisfait,Tres satisfait
106858,satisfied,"Ni satisfait, ni insatisfait",Satisfait
12343,dissatisfied,Pas du tout satisfait,Satisfait
1995,dissatisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
74845,dissatisfied,Tres satisfait,Satisfait
124074,satisfied,"Ni satisfait, ni insatisfait",Tres satisfait
91657,satisfied,Pas du tout satisfait,Satisfait
58238,satisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
91881,satisfied,Pas du tout satisfait,Satisfait
78798,dissatisfied,Pas du tout satisfait,Peu satisfait
60325,dissatisfied,Satisfait,Satisfait
119618,satisfied,"Ni satisfait, ni insatisfait",Tres satisfait
96594,satisfied,Satisfait,Peu satisfait
99819,satisfied,Tres satisfait,Satisfait
74375,satisfied,Satisfait,Peu satisfait
34854,dissatisfied,Peu satisfait,Pas du tout satisfait
31274,dissatisfied,Satisfait,Tres satisfait
44298,dissatisfied,Satisfait,"Ni satisfait, ni insatisfait"
27295,satisfied,Peu satisfait,Tres satisfait
128611,satisfied,Peu satisfait,Tres satisfait
72362,satisfied,Pas du tout satisfait,Peu satisfait
109016,satisfied,"Ni satisfait, ni insatisfait",Satisfait
22147,satisfied,Pas du tout satisfait,Tres satisfait
90645,satisfied,"Ni satisfait, ni insatisfait",Satisfait
16709,satisfied,"Ni satisfait, ni insatisfait",Satisfait
17801,satisfied,Pas du tout satisfait,Satisfait
114557,satisfied,Satisfait,Tres satisfait
6371,satisfied,"Ni satisfait, ni insatisfait",Tres satisfait
82796,dissatisfied,Satisfait,"Ni satisfait, ni insatisfait"
126965,satisfied,Peu satisfait,Tres satisfait
60929,satisfied,Pas du tout satisfait,Satisfait
112168,satisfied,Tres satisfait,Tres satisfait
46684,dissatisfied,Peu satisfait,"Ni satisfait, ni insatisfait"
93418,satisfied,Satisfait,Satisfait
115276,satisfied,Tres satisfait,"Ni satisfait, ni insatisfait"
91200,satisfied,Pas du tout satisfait,Satisfait
70637,satisfied,Peu satisfait,Peu satisfait
41785,dissatisfied,Peu satisfait,Satisfait
103829,dissatisfied,Tres satisfait,"Ni satisfait, ni insatisfait"
84892,dissatisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
28602,satisfied,"Ni satisfait, ni insatisfait",Tres satisfait
7855,satisfied,Tres satisfait,"Ni satisfait, ni insatisfait"
76600,satisfied,Pas du tout satisfait,Peu satisfait
39820,satisfied,"Ni satisfait, ni insatisfait",Peu satisfait
44020,dissatisfied,Satisfait,"Ni satisfait, ni insatisfait"
105252,satisfied,Tres satisfait,Satisfait
40699,satisfied,"Ni satisfait, ni insatisfait",Tres satisfait
99108,satisfied,Pas du tout satisfait,Tres satisfait
15914,dissatisfied,"Ni satisfait, ni insatisfait",Tres satisfait
125324,satisfied,Tres satisfait,Tres satisfait
94839,satisfied,Satisfait,Peu satisfait
61877,satisfied,Satisfait,Satisfait
59804,satisfied,"Ni satisfait, ni insatisfait",Tres satisfait
59015,satisfied,Peu satisfait,Tres satisfait
119281,satisfied,Satisfait,Tres satisfait
22351,dissatisfied,Satisfait,"Ni satisfait, ni insatisfait"
103030,satisfied,"Ni satisfait, ni insatisfait",Tres satisfait
18181,dissatisfied,"Ni satisfait, ni insatisfait",Satisfait
78739,dissatisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
120814,satisfied,Tres satisfait,Tres satisfait
109073,satisfied,Pas du tout satisfait,Satisfait
38790,satisfied,"Ni satisfait, ni insatisfait",Peu satisfait
74257,dissatisfied,Pas du tout satisfait,Peu satisfait
40507,satisfied,Tres satisfait,Tres satisfait
24987,dissatisfied,Pas du tout satisfait,Satisfait
44446,dissatisfied,"Ni satisfait, ni insatisfait",Tres satisfait
75633,dissatisfied,Pas du tout satisfait,"Ni satisfait, ni insatisfait"
122587,satisfied,Peu satisfait,Satisfait
96878,satisfied,Tres satisfait,"Ni satisfait, ni insatisfait"
31831,dissatisfied,Pas du tout satisfait,Satisfait
114116,satisfied,"Ni satisfait, ni insatisfait",Tres satisfait
106369,dissatisfied,Satisfait,Satisfait
75810,dissatisfied,Pas du tout satisfait,Peu satisfait
70134,dissatisfied,Pas du tout satisfait,Satisfait
17698,satisfied,Peu satisfait,Satisfait
16002,satisfied,Peu satisfait,Satisfait
78144,dissatisfied,Tres satisfait,Satisfait
80937,satisfied,Peu satisfait,Peu satisfait
58760,satisfied,Peu satisfait,Tres satisfait
119979,satisfied,Satisfait,Tres satisfait
73191,dissatisfied,"Ni satisfait, ni insatisfait",Peu satisfait
59238,satisfied,"Ni satisfait, ni insatisfait",Satisfait
32702,dissatisfied,Satisfait,Satisfait
73680,dissatisfied,Satisfait,"Ni satisfait, ni insatisfait"
104030,satisfied,Tres satisfait,Satisfait
60751,satisfied,Tres satisfait,Satisfait
112127,satisfied,Tres satisfait,Satisfait
88096,satisfied,Satisfait,"Ni satisfait, ni insatisfait"
59810,satisfied,"Ni satisfait, ni insatisfait",Satisfait
21487,dissatisfied,Peu satisfait,"Ni satisfait, ni insatisfait"
93525,satisfied,Tres satisfait,Satisfait
65870,dissatisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
114983,satisfied,Tres satisfait,Tres satisfait
84116,dissatisfied,Tres satisfait,"Ni satisfait, ni insatisfait"
35472,dissatisfied,"Ni satisfait, ni insatisfait",Tres satisfait
75730,satisfied,Satisfait,Satisfait
84237,dissatisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
127888,satisfied,"Ni satisfait, ni insatisfait",Tres satisfait
29740,dissatisfied,Peu satisfait,Satisfait
21519,dissatisfied,Peu satisfait,Peu satisfait
122584,satisfied,Peu satisfait,Tres satisfait
43023,dissatisfied,Satisfait,Satisfait
38549,satisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
62264,satisfied,Tres satisfait,Tres satisfait
123138,satisfied,Tres satisfait,Tres satisfait
106406,satisfied,"Ni satisfait, ni insatisfait",Satisfait
14768,dissatisfied,Satisfait,Tres satisfait
1898,satisfied,Satisfait,Peu satisfait
80479,dissatisfied,Pas du tout satisfait,"Ni satisfait, ni insatisfait"
72826,dissatisfied,Peu satisfait,Peu satisfait
16776,dissatisfied,Pas du tout satisfait,Tres satisfait
6500,satisfied,Satisfait,"Ni satisfait, ni insatisfait"
8127,satisfied,Pas du tout satisfait,"Ni satisfait, ni insatisfait"
21013,satisfied,Pas du tout satisfait,Tres satisfait
4993,satisfied,Satisfait,Peu satisfait
123070,satisfied,Peu satisfait,Tres satisfait
13275,dissatisfied,Peu satisfait,Peu satisfait
100734,satisfied,"Ni satisfait, ni insatisfait",Satisfait
47508,dissatisfied,"Ni satisfait, ni insatisfait",Tres satisfait
40811,satisfied,Satisfait,Tres satisfait
42468,dissatisfied,"Ni satisfait, ni insatisfait",Satisfait
9762,dissatisfied,"Ni satisfait, ni insatisfait",Satisfait
114037,satisfied,Tres satisfait,Tres satisfait
85307,satisfied,Pas du tout satisfait,"Ni satisfait, ni insatisfait"
39489,satisfied,"Ni satisfait, ni insatisfait",Satisfait
110250,satisfied,Peu satisfait,Peu satisfait
68841,dissatisfied,Satisfait,Pas du tout satisfait
448,satisfied,Satisfait,Peu satisfait
77168,dissatisfied,Peu satisfait,Peu satisfait
53954,dissatisfied,"Ni satisfait, ni insatisfait",Tres satisfait
118955,satisfied,Satisfait,Peu satisfait
89422,satisfied,Peu satisfait,Satisfait
25374,dissatisfied,Peu satisfait,Satisfait
71861,satisfied,Tres satisfait,Peu satisfait
26893,satisfied,Peu satisfait,Tres satisfait
63466,satisfied,Tres satisfait,Peu satisfait
23419,dissatisfied,"Ni satisfait, ni insatisfait",Satisfait
101205,satisfied,"Ni satisfait, ni insatisfait",Satisfait
51385,dissatisfied,"Ni satisfait, ni insatisfait",Satisfait
77653,satisfied,"Ni satisfait, ni insatisfait",Peu satisfait
98758,satisfied,Satisfait,Satisfait
16095,dissatisfied,"Ni satisfait, ni insatisfait",Satisfait
84919,satisfied,Pas du tout satisfait,"Ni satisfait, ni insatisfait"
113263,satisfied,Pas du tout satisfait,Tres satisfait
72734,dissatisfied,Peu satisfait,Peu satisfait
48645,dissatisfied,Satisfait,Tres satisfait
110627,satisfied,Pas du tout satisfait,Tres satisfait
8366,dissatisfied,Peu satisfait,Peu satisfait
35514,satisfied,"Ni satisfait, ni insatisfait",Tres satisfait
74277,dissatisfied,Pas du tout satisfait,Peu satisfait
16606,dissatisfied,Pas du tout satisfait,Satisfait
25743,satisfied,Pas du tout satisfait,Tres satisfait
29471,satisfied,Tres satisfait,Tres satisfait
104496,dissatisfied,Pas du tout satisfait,Satisfait
88768,dissatisfied,Satisfait,"Ni satisfait, ni insatisfait"
106189,satisfied,Pas du tout satisfait,Satisfait
108582,satisfied,Satisfait,Tres satisfait
34630,satisfied,Pas du tout satisfait,Satisfait
18567,satisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
6896,satisfied,Peu satisfait,Tres satisfait
13395,dissatisfied,Peu satisfait,Satisfait
102048,satisfied,Satisfait,Satisfait
86881,dissatisfied,Tres satisfait,Satisfait
127446,satisfied,Satisfait,Tres satisfait
16159,satisfied,Satisfait,Satisfait
54619,dissatisfied,Satisfait,Satisfait
105368,satisfied,Pas du tout satisfait,Satisfait
64114,satisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
81415,dissatisfied,Pas du tout satisfait,Satisfait
57458,satisfied,Peu satisfait,"Ni satisfait, ni insatisfait"
83283,satisfied,Pas du tout satisfait,"Ni satisfait, ni insatisfait"
90823,satisfied,"Ni satisfait, ni insatisfait",Satisfait
128158,satisfied,Peu satisfait,Tres satisfait
128963,satisfied,Pas du tout satisfait,Tres satisfait
102084,satisfied,"Ni satisfait, ni insatisfait",Satisfait
42205,dissatisfied,"Ni satisfait, ni insatisfait",Satisfait
44995,dissatisfied,Satisfait,Tres satisfait
43963,dissatisfied,"Ni satisfait, ni insatisfait",Peu satisfait
69725,dissatisfied,"Ni satisfait, ni insatisfait",Pas du tout satisfait
63803,satisfied,Pas du tout satisfait,"Ni satisfait, ni insatisfait"
121783,satisfied,"Ni satisfait, ni insatisfait",Tres satisfait
27236,dissatisfied,Satisfait,Satisfait
75532,dissatisfied,Satisfait,Peu satisfait
18461,dissatisfied,"Ni satisfait, ni insatisfait",Tres satisfait
10454,satisfied,Tres satisfait,Satisfait
118937,satisfied,Peu satisfait,Tres satisfait
85288,dissatisfied,Peu satisfait,"Ni satisfait, ni insatisfait"
96414,satisfied,Tres satisfait,Pas du tout satisfait
34401,dissatisfied,Pas du tout satisfait,Tres satisfait
17948,dissatisfied,"Ni satisfait, ni insatisfait",Tres satisfait
7677,dissatisfied,Tres satisfait,Tres satisfait
78825,dissatisfied,"Ni satisfait, ni insatisfait",Peu satisfait
43827,dissatisfied,Satisfait,Satisfait
49472,dissatisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
56613,satisfied,"Ni satisfait, ni insatisfait",Tres satisfait
50385,dissatisfied,Peu satisfait,"Ni satisfait, ni insatisfait"
103584,satisfied,Peu satisfait,Satisfait
110369,satisfied,Tres satisfait,Tres satisfait
5532,dissatisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
119166,satisfied,Satisfait,Tres satisfait
1319,dissatisfied,"Ni satisfait, ni insatisfait",Satisfait
39453,satisfied,Peu satisfait,"Ni satisfait, ni insatisfait"
35615,dissatisfied,Satisfait,Pas du tout satisfait
15974,satisfied,Satisfait,Satisfait
10536,dissatisfied,Satisfait,Tres satisfait
118503,satisfied,Pas du tout satisfait,Tres satisfait
5357,satisfied,Peu satisfait,Peu satisfait
92350,satisfied,"Ni satisfait, ni insatisfait",Satisfait
18867,dissatisfied,Satisfait,Satisfait
78560,dissatisfied,Tres satisfait,"Ni satisfait, ni insatisfait"
80738,dissatisfied,Peu satisfait,Peu satisfait
49795,dissatisfied,Satisfait,Tres satisfait
126737,satisfied,Tres satisfait,Pas du tout satisfait
28534,satisfied,Tres satisfait,Tres satisfait
18946,dissatisfied,Satisfait,Satisfait
66267,dissatisfied,"Ni satisfait, ni insatisfait",Peu satisfait
96678,satisfied,Satisfait,Tres satisfait
16573,satisfied,Tres satisfait,Satisfait
59595,dissatisfied,"Ni satisfait, ni insatisfait",Tres satisfait
100482,satisfied,Peu satisfait,Satisfait
56860,satisfied,Peu satisfait,Tres satisfait
125930,satisfied,Peu satisfait,Tres satisfait
13583,dissatisfied,"Ni satisfait, ni insatisfait",Tres satisfait
104458,satisfied,"Ni satisfait, ni insatisfait",Satisfait
106824,satisfied,Tres satisfait,Satisfait
2645,dissatisfied,"Ni satisfait, ni insatisfait",Satisfait
95238,satisfied,Satisfait,Satisfait
53228,dissatisfied,"Ni satisfait, ni insatisfait",Satisfait
70116,dissatisfied,Satisfait,Pas du tout satisfait
38740,satisfied,Peu satisfait,Pas du tout satisfait
32985,dissatisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
22934,dissatisfied,Peu satisfait,"Ni satisfait, ni insatisfait"
90046,satisfied,Tres satisfait,Satisfait
80036,satisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
84767,dissatisfied,Tres satisfait,Satisfait
115820,satisfied,Tres satisfait,Satisfait
86148,dissatisfied,Satisfait,Satisfait
26357,dissatisfied,"Ni satisfait, ni insatisfait",Satisfait
115584,satisfied,Pas du tout satisfait,Satisfait
117113,satisfied,Tres satisfait,Pas du tout satisfait
68019,dissatisfied,Satisfait,Satisfait
105787,dissatisfied,Satisfait,Satisfait
109600,satisfied,"Ni satisfait, ni insatisfait",Satisfait
118821,satisfied,Satisfait,Tres satisfait
86834,satisfied,Satisfait,Satisfait
113356,satisfied,Satisfait,Tres satisfait
99413,satisfied,"Ni satisfait, ni insatisfait",Satisfait
31861,dissatisfied,Peu satisfait,Satisfait
70619,satisfied,Tres satisfait,Peu satisfait
82333,dissatisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
111280,satisfied,Satisfait,Satisfait
102148,satisfied,Peu satisfait,Satisfait
75116,dissatisfied,"Ni satisfait, ni insatisfait",Peu satisfait
122176,satisfied,Peu satisfait,Tres satisfait
62017,satisfied,Pas du tout satisfait,"Ni satisfait, ni insatisfait"
40717,satisfied,"Ni satisfait, ni insatisfait",Satisfait
48428,dissatisfied,Satisfait,"Ni satisfait, ni insatisfait"
49745,dissatisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
129126,satisfied,"Ni satisfait, ni insatisfait",Tres satisfait
111218,satisfied,"Ni satisfait, ni insatisfait",Satisfait
115975,satisfied,Pas du tout satisfait,Tres satisfait
91216,satisfied,Pas du tout satisfait,Satisfait
114991,satisfied,"Ni satisfait, ni insatisfait",Tres satisfait
56451,dissatisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
117171,satisfied,"Ni satisfait, ni insatisfait",Tres satisfait
55604,dissatisfied,Tres satisfait,Pas du tout satisfait
25905,dissatisfied,"Ni satisfait, ni insatisfait",Tres satisfait
101254,dissatisfied,"Ni satisfait, ni insatisfait",Satisfait
43590,dissatisfied,Satisfait,Satisfait
61036,satisfied,"Ni satisfait, ni insatisfait",Satisfait
84687,dissatisfied,Peu satisfait,"Ni satisfait, ni insatisfait"
115495,satisfied,Peu satisfait,Satisfait
54433,dissatisfied,Satisfait,Satisfait
67818,dissatisfied,Pas du tout satisfait,Satisfait
10720,satisfied,Pas du tout satisfait,Satisfait
4657,dissatisfied,"Ni satisfait, ni insatisfait",Satisfait
92471,satisfied,Satisfait,Satisfait
30402,satisfied,"Ni satisfait, ni insatisfait",Tres satisfait
70918,satisfied,"Ni satisfait, ni insatisfait",Satisfait
36423,dissatisfied,Pas du tout satisfait,Satisfait
99098,satisfied,"Ni satisfait, ni insatisfait",Satisfait
128673,satisfied,Satisfait,Tres satisfait
75069,dissatisfied,Satisfait,Satisfait
7305,dissatisfied,Satisfait,Peu satisfait
61429,satisfied,Pas du tout satisfait,Tres satisfait
117529,satisfied,Pas du tout satisfait,Tres satisfait
9869,satisfied,Tres satisfait,Satisfait
77827,dissatisfied,Tres satisfait,"Ni satisfait, ni insatisfait"
57953,dissatisfied,Peu satisfait,"Ni satisfait, ni insatisfait"
66,satisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
56262,dissatisfied,Satisfait,"Ni satisfait, ni insatisfait"
49611,dissatisfied,Pas du tout satisfait,Satisfait
6793,dissatisfied,"Ni satisfait, ni insatisfait",Satisfait
98164,satisfied,Tres satisfait,Satisfait
90456,satisfied,Tres satisfait,Satisfait
128817,satisfied,"Ni satisfait, ni insatisfait",Tres satisfait
18553,dissatisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
103869,satisfied,Tres satisfait,Satisfait
63019,satisfied,"Ni satisfait, ni insatisfait",Satisfait
35319,dissatisfied,"Ni satisfait, ni insatisfait",Satisfait
52283,dissatisfied,Pas du tout satisfait,Satisfait
121026,satisfied,"Ni satisfait, ni insatisfait",Tres satisfait
79378,dissatisfied,Tres satisfait,"Ni satisfait, ni insatisfait"
64187,satisfied,"Ni satisfait, ni insatisfait",Tres satisfait
6641,satisfied,Satisfait,"Ni satisfait, ni insatisfait"
57576,dissatisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
99349,satisfied,Pas du tout satisfait,Satisfait
88957,satisfied,Peu satisfait,Tres satisfait
2621,dissatisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
76161,dissatisfied,Peu satisfait,Peu satisfait
90559,satisfied,Pas du tout satisfait,Satisfait
37882,dissatisfied,Satisfait,"Ni satisfait, ni insatisfait"
22971,satisfied,Tres satisfait,Satisfait
51819,dissatisfied,Pas du tout satisfait,Pas du tout satisfait
95716,dissatisfied,Satisfait,Peu satisfait
25577,satisfied,"Ni satisfait, ni insatisfait",Tres satisfait
91875,satisfied,Peu satisfait,Tres satisfait
29618,dissatisfied,Peu satisfait,Satisfait
79286,dissatisfied,Satisfait,Peu satisfait
58498,satisfied,Pas du tout satisfait,Tres satisfait
41981,dissatisfied,"Ni satisfait, ni insatisfait",Satisfait
114941,satisfied,"Ni satisfait, ni insatisfait",Tres satisfait
89247,satisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
20620,satisfied,"Ni satisfait, ni insatisfait",Pas du tout satisfait
117502,satisfied,"Ni satisfait, ni insatisfait",Tres satisfait
115385,satisfied,Tres satisfait,Satisfait
83306,dissatisfied,Peu satisfait,"Ni satisfait, ni insatisfait"
16613,dissatisfied,Pas du tout satisfait,"Ni satisfait, ni insatisfait"
42412,dissatisfied,"Ni satisfait, ni insatisfait",Satisfait
42780,dissatisfied,Satisfait,"Ni satisfait, ni insatisfait"
115375,satisfied,Peu satisfait,Tres satisfait
47980,dissatisfied,"Ni satisfait, ni insatisfait",Pas du tout satisfait
115647,satisfied,Satisfait,Pas du tout satisfait
128150,satisfied,Peu satisfait,Tres satisfait
28955,dissatisfied,Pas du tout satisfait,"Ni satisfait, ni insatisfait"
4571,dissatisfied,"Ni satisfait, ni insatisfait",Satisfait
101657,dissatisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
108907,satisfied,Pas du tout satisfait,"Ni satisfait, ni insatisfait"
3674,satisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
98827,satisfied,Satisfait,Satisfait
27014,satisfied,Tres satisfait,Tres satisfait
111580,satisfied,Pas du tout satisfait,Satisfait
40541,satisfied,Satisfait,Tres satisfait
92385,satisfied,Peu satisfait,Satisfait
244,satisfied,Satisfait,Peu satisfait
104835,satisfied,Satisfait,Satisfait
72053,dissatisfied,Pas du tout satisfait,Peu satisfait
101107,satisfied,Peu satisfait,"Ni satisfait, ni insatisfait"
48176,dissatisfied,Satisfait,Satisfait
118165,satisfied,Satisfait,Satisfait
9207,dissatisfied,Satisfait,"Ni satisfait, ni insatisfait"
11689,satisfied,Peu satisfait,Satisfait
125637,satisfied,Peu satisfait,Tres satisfait
84260,dissatisfied,"Ni satisfait, ni insatisfait",Pas du tout satisfait
45179,dissatisfied,Tres satisfait,Satisfait
99143,dissatisfied,Peu satisfait,Satisfait
16881,dissatisfied,Pas du tout satisfait,Satisfait
119827,satisfied,Tres satisfait,Tres satisfait
100891,dissatisfied,Peu satisfait,"Ni satisfait, ni insatisfait"
14749,dissatisfied,Satisfait,"Ni satisfait, ni insatisfait"
16751,dissatisfied,Pas du tout satisfait,Satisfait
119781,satisfied,Pas du tout satisfait,Tres satisfait
115111,satisfied,"Ni satisfait, ni insatisfait",Tres satisfait
77311,dissatisfied,Peu satisfait,Peu satisfait
81944,dissatisfied,Peu satisfait,"Ni satisfait, ni insatisfait"
61401,satisfied,Pas du tout satisfait,Satisfait
13868,satisfied,Tres satisfait,"Ni satisfait, ni insatisfait"
47982,dissatisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
2982,dissatisfied,Satisfait,"Ni satisfait, ni insatisfait"
119380,satisfied,Pas du tout satisfait,Satisfait
