Id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction_v2
6556,Male,Loyal Customer,53,Personal Travel,Eco,1332.0,Pas du tout satisfait,Tres satisfait,Pas du tout satisfait,Peu satisfait,"Ni satisfait, ni insatisfait",Pas du tout satisfait,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",Peu satisfait,Tres satisfait,"Ni satisfait, ni insatisfait",Tres satisfait,"Ni satisfait, ni insatisfait",0.0,3.0,dissatisfied
68645,Female,Loyal Customer,52,Business travel,Business,547.0,Pas du tout satisfait,"Ni satisfait, ni insatisfait",Tres satisfait,"Ni satisfait, ni insatisfait",Tres satisfait,Satisfait,Satisfait,Pas du tout satisfait,Pas du tout satisfait,Pas du tout satisfait,Pas du tout satisfait,Peu satisfait,Pas du tout satisfait,Pas du tout satisfait,4.0,9.0,dissatisfied
13925,Male,Loyal Customer,37,Personal Travel,Eco,2447.0,Peu satisfait,Satisfait,Peu satisfait,"Ni satisfait, ni insatisfait",Peu satisfait,Peu satisfait,Satisfait,Peu satisfait,Pas du tout satisfait,Pas du tout satisfait,Peu satisfait,Pas du tout satisfait,Satisfait,Peu satisfait,0.0,0.0,dissatisfied
20516,Male,Loyal Customer,31,Personal Travel,Eco,2009.0,"Ni satisfait, ni insatisfait",Pas du tout satisfait,"Ni satisfait, ni insatisfait",Peu satisfait,Satisfait,"Ni satisfait, ni insatisfait",Tres satisfait,Satisfait,Satisfait,Peu satisfait,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",Satisfait,0.0,30.0,dissatisfied
49199,Female,disloyal Customer,27,Business travel,Business,2179.0,Peu satisfait,Peu satisfait,Peu satisfait,Tres satisfait,Tres satisfait,Peu satisfait,Tres satisfait,Tres satisfait,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",Satisfait,"Ni satisfait, ni insatisfait",Satisfait,Tres satisfait,0.0,0.0,dissatisfied
101268,Male,Loyal Customer,51,Business travel,Business,3399.0,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",Tres satisfait,Tres satisfait,Satisfait,Satisfait,Satisfait,Satisfait,Pas du tout satisfait,Satisfait,Tres satisfait,0.0,0.0,satisfied
31209,Male,Loyal Customer,62,Personal Travel,Eco,1444.0,"Ni satisfait, ni insatisfait",Tres satisfait,"Ni satisfait, ni insatisfait",Satisfait,Peu satisfait,"Ni satisfait, ni insatisfait",Peu satisfait,Peu satisfait,"Ni satisfait, ni insatisfait",Satisfait,Peu satisfait,Peu satisfait,Pas du tout satisfait,Peu satisfait,16.0,18.0,dissatisfied
105614,Male,Loyal Customer,51,Business travel,Business,3987.0,"Ni satisfait, ni insatisfait",Tres satisfait,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",Tres satisfait,Tres satisfait,Satisfait,Satisfait,Satisfait,Satisfait,Pas du tout satisfait,Satisfait,Satisfait,115.39999999999998,97.0,satisfied
9168,Male,Loyal Customer,8,Personal Travel,Eco,2079.0,Peu satisfait,Pas du tout satisfait,Peu satisfait,Satisfait,Pas du tout satisfait,Peu satisfait,Pas du tout satisfait,Pas du tout satisfait,"Ni satisfait, ni insatisfait",Peu satisfait,"Ni satisfait, ni insatisfait",Satisfait,"Ni satisfait, ni insatisfait",Pas du tout satisfait,1.0,10.0,dissatisfied
29979,Female,Loyal Customer,21,Personal Travel,Eco,2523.0,Peu satisfait,Peu satisfait,Peu satisfait,Peu satisfait,Peu satisfait,Pas du tout satisfait,Peu satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Peu satisfait,Tres satisfait,"Ni satisfait, ni insatisfait",3.0,0.0,satisfied
110852,Male,Loyal Customer,33,Business travel,Business,3487.0,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",Tres satisfait,Satisfait,Tres satisfait,Tres satisfait,Peu satisfait,Satisfait,"Ni satisfait, ni insatisfait",Pas du tout satisfait,Peu satisfait,Tres satisfait,3.0,3.0,satisfied
108139,Male,Loyal Customer,53,Business travel,Business,502.0,Pas du tout satisfait,Pas du tout satisfait,Pas du tout satisfait,Pas du tout satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Satisfait,Satisfait,Satisfait,Satisfait,Tres satisfait,Satisfait,"Ni satisfait, ni insatisfait",0.0,0.0,satisfied
101450,Female,Loyal Customer,34,Business travel,Eco Plus,2108.0,Satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Satisfait,Satisfait,Satisfait,Satisfait,Satisfait,"Ni satisfait, ni insatisfait",Satisfait,Satisfait,Satisfait,Satisfait,0.0,0.0,dissatisfied
52594,Male,disloyal Customer,26,Business travel,Business,1712.0,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",Pas du tout satisfait,Satisfait,"Ni satisfait, ni insatisfait",Satisfait,Satisfait,Satisfait,Peu satisfait,Tres satisfait,Satisfait,Tres satisfait,Satisfait,0.0,0.0,dissatisfied
2884,Female,Loyal Customer,32,Personal Travel,Business,2816.0,Tres satisfait,Satisfait,Tres satisfait,Satisfait,Pas du tout satisfait,Tres satisfait,Pas du tout satisfait,Pas du tout satisfait,Satisfait,Satisfait,Tres satisfait,Tres satisfait,Satisfait,Pas du tout satisfait,17.0,15.0,satisfied
25568,Male,Loyal Customer,38,Personal Travel,Eco,1126.0,"Ni satisfait, ni insatisfait",Satisfait,"Ni satisfait, ni insatisfait",Peu satisfait,Peu satisfait,"Ni satisfait, ni insatisfait",Peu satisfait,Peu satisfait,Tres satisfait,Tres satisfait,Satisfait,Satisfait,Tres satisfait,Peu satisfait,0.0,7.0,dissatisfied
70499,Female,Loyal Customer,37,Business travel,Business,2043.0,Peu satisfait,Satisfait,Pas du tout satisfait,Satisfait,Peu satisfait,Peu satisfait,Peu satisfait,Peu satisfait,Peu satisfait,Peu satisfait,Peu satisfait,"Ni satisfait, ni insatisfait",Peu satisfait,Satisfait,12.0,0.0,dissatisfied
41036,Male,disloyal Customer,25,Business travel,Eco,2023.0,Pas du tout satisfait,Pas du tout satisfait,Pas du tout satisfait,Pas du tout satisfait,"Ni satisfait, ni insatisfait",Pas du tout satisfait,Tres satisfait,"Ni satisfait, ni insatisfait",Satisfait,Peu satisfait,Pas du tout satisfait,Tres satisfait,Satisfait,"Ni satisfait, ni insatisfait",0.0,0.0,dissatisfied
101744,Female,Loyal Customer,38,Business travel,Business,3333.0,Satisfait,Satisfait,Tres satisfait,Satisfait,Tres satisfait,"Ni satisfait, ni insatisfait",Satisfait,Satisfait,Satisfait,Satisfait,Satisfait,Pas du tout satisfait,Satisfait,"Ni satisfait, ni insatisfait",8.0,0.0,satisfied
126934,Female,Loyal Customer,58,Business travel,Business,3355.0,Pas du tout satisfait,Pas du tout satisfait,Pas du tout satisfait,Pas du tout satisfait,"Ni satisfait, ni insatisfait",Satisfait,Satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Satisfait,Tres satisfait,Satisfait,0.0,0.0,satisfied
33817,Female,Loyal Customer,58,Personal Travel,Eco,1759.0,Satisfait,"Ni satisfait, ni insatisfait",Satisfait,Satisfait,Satisfait,"Ni satisfait, ni insatisfait",Peu satisfait,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",Satisfait,Pas du tout satisfait,Pas du tout satisfait,"Ni satisfait, ni insatisfait",Satisfait,0.0,0.0,dissatisfied
117892,Female,Loyal Customer,34,Business travel,Business,1015.0,Satisfait,Satisfait,Satisfait,Satisfait,Tres satisfait,Tres satisfait,Satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,"Ni satisfait, ni insatisfait",Tres satisfait,"Ni satisfait, ni insatisfait",50.0,98.0,satisfied
73862,Male,Loyal Customer,22,Business travel,Business,3103.0,Peu satisfait,Satisfait,Satisfait,Satisfait,Peu satisfait,Peu satisfait,Peu satisfait,Peu satisfait,Peu satisfait,Peu satisfait,Satisfait,Pas du tout satisfait,"Ni satisfait, ni insatisfait",Peu satisfait,10.0,13.0,dissatisfied
122866,Male,Loyal Customer,56,Business travel,Business,3255.0,Satisfait,Satisfait,Satisfait,Satisfait,Peu satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,"Ni satisfait, ni insatisfait",Tres satisfait,Tres satisfait,0.0,0.0,satisfied
31019,Female,Loyal Customer,10,Personal Travel,Eco,2412.0,"Ni satisfait, ni insatisfait",Tres satisfait,"Ni satisfait, ni insatisfait",Satisfait,Tres satisfait,"Ni satisfait, ni insatisfait",Tres satisfait,Tres satisfait,"Ni satisfait, ni insatisfait",Peu satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,6.0,0.0,dissatisfied
80136,Male,Loyal Customer,22,Business travel,Business,3715.0,Satisfait,Satisfait,Satisfait,Satisfait,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",Tres satisfait,Peu satisfait,Tres satisfait,Satisfait,Satisfait,"Ni satisfait, ni insatisfait",0.0,0.0,satisfied
55736,Female,disloyal Customer,29,Business travel,Eco,1284.0,"Ni satisfait, ni insatisfait",Satisfait,"Ni satisfait, ni insatisfait",Peu satisfait,Satisfait,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",Satisfait,Satisfait,"Ni satisfait, ni insatisfait",Peu satisfait,Satisfait,Satisfait,Satisfait,0.0,0.0,dissatisfied
87986,Female,Loyal Customer,65,Business travel,Eco,429.0,Satisfait,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",Satisfait,Pas du tout satisfait,Pas du tout satisfait,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",Satisfait,"Ni satisfait, ni insatisfait",Pas du tout satisfait,"Ni satisfait, ni insatisfait",Peu satisfait,10.0,2.0,satisfied
112753,Male,Loyal Customer,31,Business travel,Business,4324.0,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",Satisfait,Tres satisfait,Satisfait,Satisfait,Tres satisfait,"Ni satisfait, ni insatisfait",Satisfait,Tres satisfait,Satisfait,Satisfait,0.0,0.0,satisfied
10032,Male,Loyal Customer,26,Personal Travel,Eco,1444.0,Peu satisfait,Peu satisfait,Peu satisfait,"Ni satisfait, ni insatisfait",Peu satisfait,Peu satisfait,Peu satisfait,Peu satisfait,Peu satisfait,Peu satisfait,"Ni satisfait, ni insatisfait",Pas du tout satisfait,"Ni satisfait, ni insatisfait",Peu satisfait,0.0,0.0,dissatisfied
74157,Female,Loyal Customer,60,Business travel,Business,1859.0,Peu satisfait,Peu satisfait,Satisfait,Peu satisfait,Satisfait,Satisfait,Satisfait,Peu satisfait,Peu satisfait,Peu satisfait,Peu satisfait,"Ni satisfait, ni insatisfait",Peu satisfait,Tres satisfait,6.0,2.0,satisfied
75147,Female,Loyal Customer,38,Business travel,Business,2524.0,Peu satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Satisfait,Peu satisfait,Satisfait,Peu satisfait,Peu satisfait,Peu satisfait,Peu satisfait,Satisfait,Peu satisfait,Peu satisfait,0.0,0.0,dissatisfied
91448,Female,Loyal Customer,29,Business travel,Business,1232.0,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",Pas du tout satisfait,"Ni satisfait, ni insatisfait",Satisfait,Satisfait,Satisfait,Satisfait,Satisfait,Satisfait,Tres satisfait,"Ni satisfait, ni insatisfait",Satisfait,Satisfait,79.0,93.0,satisfied
103618,Male,Loyal Customer,48,Business travel,Business,2683.0,Peu satisfait,Peu satisfait,Peu satisfait,Peu satisfait,Satisfait,Satisfait,Satisfait,Satisfait,Satisfait,Satisfait,Satisfait,Satisfait,Satisfait,Tres satisfait,0.0,0.0,satisfied
22888,Male,Loyal Customer,28,Personal Travel,Eco,2043.0,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",Peu satisfait,Tres satisfait,"Ni satisfait, ni insatisfait",Tres satisfait,Tres satisfait,Satisfait,Peu satisfait,Tres satisfait,Peu satisfait,Tres satisfait,Tres satisfait,20.0,2.0,dissatisfied
128589,Female,Loyal Customer,49,Business travel,Business,1748.0,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",Tres satisfait,Satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,"Ni satisfait, ni insatisfait",3.0,0.0,satisfied
105371,Male,Loyal Customer,39,Business travel,Business,528.0,Satisfait,Satisfait,Satisfait,Satisfait,Peu satisfait,Tres satisfait,Tres satisfait,Satisfait,Satisfait,Satisfait,Satisfait,"Ni satisfait, ni insatisfait",Satisfait,Satisfait,0.0,0.0,satisfied
67601,Male,Loyal Customer,49,Business travel,Business,370.0,Pas du tout satisfait,Tres satisfait,Peu satisfait,Peu satisfait,"Ni satisfait, ni insatisfait",Satisfait,"Ni satisfait, ni insatisfait",Pas du tout satisfait,Pas du tout satisfait,Pas du tout satisfait,Pas du tout satisfait,Satisfait,Pas du tout satisfait,"Ni satisfait, ni insatisfait",7.0,6.0,dissatisfied
59328,Male,disloyal Customer,42,Business travel,Business,1684.0,Satisfait,Satisfait,Satisfait,"Ni satisfait, ni insatisfait",Peu satisfait,Satisfait,Peu satisfait,Peu satisfait,Satisfait,Peu satisfait,Satisfait,"Ni satisfait, ni insatisfait",Tres satisfait,Peu satisfait,0.0,8.0,satisfied
19097,Female,Loyal Customer,30,Personal Travel,Eco,1461.0,Satisfait,Satisfait,Satisfait,Satisfait,"Ni satisfait, ni insatisfait",Satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Satisfait,Tres satisfait,Satisfait,Tres satisfait,Tres satisfait,23.0,28.0,satisfied
74465,Male,Loyal Customer,69,Business travel,Business,434.0,Peu satisfait,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",Tres satisfait,Satisfait,"Ni satisfait, ni insatisfait",Peu satisfait,Peu satisfait,Peu satisfait,Peu satisfait,Satisfait,Peu satisfait,Pas du tout satisfait,0.0,0.0,dissatisfied
27955,Male,Loyal Customer,18,Personal Travel,Eco,2207.0,"Ni satisfait, ni insatisfait",Satisfait,"Ni satisfait, ni insatisfait",Tres satisfait,Satisfait,"Ni satisfait, ni insatisfait",Satisfait,Satisfait,Satisfait,Peu satisfait,Satisfait,Satisfait,Satisfait,Satisfait,0.0,2.0,dissatisfied
97104,Male,Loyal Customer,59,Business travel,Business,1961.0,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",Satisfait,Tres satisfait,Satisfait,Satisfait,Satisfait,Satisfait,Satisfait,Tres satisfait,Satisfait,"Ni satisfait, ni insatisfait",84.0,52.0,satisfied
3366,Male,Loyal Customer,60,Personal Travel,Eco Plus,3007.0,Pas du tout satisfait,Satisfait,Pas du tout satisfait,Pas du tout satisfait,Pas du tout satisfait,Pas du tout satisfait,Pas du tout satisfait,Pas du tout satisfait,Satisfait,Peu satisfait,Tres satisfait,Satisfait,Satisfait,Pas du tout satisfait,39.0,3.0,dissatisfied
111608,Female,Loyal Customer,30,Business travel,Business,3022.0,Peu satisfait,Peu satisfait,Peu satisfait,Peu satisfait,Satisfait,Tres satisfait,Satisfait,Satisfait,Satisfait,Peu satisfait,Satisfait,"Ni satisfait, ni insatisfait",Tres satisfait,Satisfait,0.0,0.0,satisfied
56025,Male,disloyal Customer,21,Business travel,Eco,1810.0,"Ni satisfait, ni insatisfait",Satisfait,"Ni satisfait, ni insatisfait",Satisfait,Satisfait,"Ni satisfait, ni insatisfait",Satisfait,Satisfait,"Ni satisfait, ni insatisfait",Satisfait,Tres satisfait,Tres satisfait,Satisfait,Satisfait,71.0,66.0,dissatisfied
6859,Male,Loyal Customer,39,Personal Travel,Business,1015.0,Pas du tout satisfait,Tres satisfait,Pas du tout satisfait,"Ni satisfait, ni insatisfait",Satisfait,Tres satisfait,Tres satisfait,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",Pas du tout satisfait,"Ni satisfait, ni insatisfait",Satisfait,"Ni satisfait, ni insatisfait",Tres satisfait,0.0,0.0,dissatisfied
67568,Male,Loyal Customer,30,Business travel,Business,2236.0,Pas du tout satisfait,Peu satisfait,Peu satisfait,Peu satisfait,Pas du tout satisfait,Pas du tout satisfait,Pas du tout satisfait,Pas du tout satisfait,Satisfait,Tres satisfait,Satisfait,Pas du tout satisfait,Satisfait,Pas du tout satisfait,0.0,0.0,dissatisfied
20076,Female,Loyal Customer,57,Personal Travel,Eco,441.0,Pas du tout satisfait,Pas du tout satisfait,Pas du tout satisfait,Pas du tout satisfait,Satisfait,Tres satisfait,Satisfait,Satisfait,Satisfait,Satisfait,"Ni satisfait, ni insatisfait",Satisfait,Satisfait,Satisfait,0.0,0.0,satisfied
49776,Male,disloyal Customer,42,Business travel,Business,2868.0,Peu satisfait,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",Satisfait,Peu satisfait,Peu satisfait,Peu satisfait,Peu satisfait,Satisfait,Peu satisfait,Satisfait,"Ni satisfait, ni insatisfait",Satisfait,Peu satisfait,4.0,6.0,dissatisfied
49309,Female,disloyal Customer,37,Business travel,Eco,2011.0,Peu satisfait,"Ni satisfait, ni insatisfait",Peu satisfait,Peu satisfait,"Ni satisfait, ni insatisfait",Peu satisfait,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",Peu satisfait,Peu satisfait,Tres satisfait,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",0.0,0.0,dissatisfied
119861,Female,Loyal Customer,22,Business travel,Business,4548.0,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,"Ni satisfait, ni insatisfait",Tres satisfait,Tres satisfait,Satisfait,Peu satisfait,Tres satisfait,2.0,0.0,satisfied
117632,Male,Loyal Customer,41,Business travel,Business,1215.0,Satisfait,Satisfait,Satisfait,Satisfait,Satisfait,Satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,"Ni satisfait, ni insatisfait",0.0,3.0,satisfied
36776,Female,Loyal Customer,52,Personal Travel,Eco,397.0,Satisfait,Tres satisfait,Satisfait,Pas du tout satisfait,Satisfait,Tres satisfait,Satisfait,Peu satisfait,Peu satisfait,Satisfait,Peu satisfait,Satisfait,Peu satisfait,Tres satisfait,1.0,0.0,dissatisfied
20303,Female,Loyal Customer,54,Personal Travel,Business,605.0,Tres satisfait,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",Tres satisfait,Satisfait,"Ni satisfait, ni insatisfait",Satisfait,Satisfait,Tres satisfait,Satisfait,"Ni satisfait, ni insatisfait",Satisfait,Pas du tout satisfait,0.0,0.0,satisfied
103224,Male,Loyal Customer,40,Business travel,Business,3924.0,Satisfait,Satisfait,Satisfait,Satisfait,Tres satisfait,Pas du tout satisfait,Pas du tout satisfait,Satisfait,Satisfait,Satisfait,Satisfait,Satisfait,Satisfait,Peu satisfait,0.0,1.0,satisfied
102074,Male,Loyal Customer,39,Business travel,Business,281.0,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",Pas du tout satisfait,Pas du tout satisfait,Peu satisfait,Satisfait,Satisfait,Satisfait,Satisfait,Pas du tout satisfait,Satisfait,Peu satisfait,58.0,57.0,satisfied
115248,Male,Loyal Customer,48,Business travel,Business,766.0,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,"Ni satisfait, ni insatisfait",Tres satisfait,Tres satisfait,0.0,13.0,satisfied
129837,Female,disloyal Customer,61,Personal Travel,Eco,2959.0,"Ni satisfait, ni insatisfait",Satisfait,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",Satisfait,"Ni satisfait, ni insatisfait",Satisfait,Satisfait,"Ni satisfait, ni insatisfait",Satisfait,Satisfait,"Ni satisfait, ni insatisfait",Tres satisfait,Satisfait,89.0,88.0,dissatisfied
79289,Female,Loyal Customer,62,Business travel,Business,257.0,Peu satisfait,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",Peu satisfait,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",Peu satisfait,Peu satisfait,"Ni satisfait, ni insatisfait",Peu satisfait,"Ni satisfait, ni insatisfait",Peu satisfait,Satisfait,0.0,0.0,dissatisfied
9953,Female,Loyal Customer,52,Personal Travel,Eco,395.0,Satisfait,Satisfait,Satisfait,Satisfait,"Ni satisfait, ni insatisfait",Tres satisfait,Tres satisfait,Satisfait,Satisfait,Satisfait,Satisfait,Tres satisfait,Satisfait,"Ni satisfait, ni insatisfait",0.0,0.0,satisfied
99564,Female,Loyal Customer,51,Business travel,Business,726.0,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",Tres satisfait,Tres satisfait,Satisfait,Satisfait,Satisfait,Satisfait,Satisfait,"Ni satisfait, ni insatisfait",Satisfait,Satisfait,1.0,0.0,satisfied
109943,Male,Loyal Customer,56,Business travel,Business,1597.0,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Satisfait,Pas du tout satisfait,"Ni satisfait, ni insatisfait",Tres satisfait,Tres satisfait,Satisfait,Tres satisfait,"Ni satisfait, ni insatisfait",Tres satisfait,Satisfait,0.0,0.0,dissatisfied
87275,Female,Loyal Customer,8,Business travel,Eco Plus,2656.0,Satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Satisfait,Pas du tout satisfait,Satisfait,Peu satisfait,Peu satisfait,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",Satisfait,Peu satisfait,Satisfait,244.0,259.0,dissatisfied
121306,Male,Loyal Customer,50,Business travel,Business,2711.0,Pas du tout satisfait,Pas du tout satisfait,Pas du tout satisfait,Pas du tout satisfait,"Ni satisfait, ni insatisfait",Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,"Ni satisfait, ni insatisfait",Tres satisfait,Satisfait,72.0,49.0,satisfied
44973,Female,disloyal Customer,43,Business travel,Eco,1166.0,Peu satisfait,Pas du tout satisfait,Peu satisfait,"Ni satisfait, ni insatisfait",Satisfait,Peu satisfait,Satisfait,Satisfait,"Ni satisfait, ni insatisfait",Peu satisfait,Tres satisfait,Peu satisfait,"Ni satisfait, ni insatisfait",Satisfait,0.0,0.0,dissatisfied
61899,Male,disloyal Customer,21,Business travel,Eco,2059.0,Tres satisfait,Pas du tout satisfait,Tres satisfait,Satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Satisfait,Satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,0.0,0.0,satisfied
21056,Male,Loyal Customer,70,Personal Travel,Eco,2294.0,"Ni satisfait, ni insatisfait",Pas du tout satisfait,"Ni satisfait, ni insatisfait",Satisfait,Peu satisfait,"Ni satisfait, ni insatisfait",Peu satisfait,Peu satisfait,Peu satisfait,Satisfait,Satisfait,Satisfait,"Ni satisfait, ni insatisfait",Peu satisfait,0.0,0.0,dissatisfied
102953,Male,Loyal Customer,57,Business travel,Eco,1523.0,Satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Satisfait,Satisfait,Satisfait,Satisfait,Peu satisfait,Peu satisfait,Peu satisfait,Peu satisfait,"Ni satisfait, ni insatisfait",Satisfait,0.0,0.0,satisfied
97401,Female,Loyal Customer,37,Business travel,Business,1602.0,Peu satisfait,Peu satisfait,Peu satisfait,Peu satisfait,Satisfait,Satisfait,Satisfait,Satisfait,Satisfait,Satisfait,Satisfait,Tres satisfait,Satisfait,Tres satisfait,1.0,1.0,satisfied
124705,Female,Loyal Customer,58,Business travel,Business,2472.0,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Satisfait,"Ni satisfait, ni insatisfait",Satisfait,Tres satisfait,Tres satisfait,Satisfait,Tres satisfait,0.0,2.0,satisfied
98690,Female,Loyal Customer,50,Business travel,Eco Plus,595.0,Satisfait,Peu satisfait,Peu satisfait,Peu satisfait,Peu satisfait,Satisfait,Satisfait,Satisfait,Satisfait,Satisfait,Satisfait,Satisfait,Satisfait,Satisfait,6.0,1.0,dissatisfied
6946,Male,Loyal Customer,29,Personal Travel,Eco Plus,2305.0,Pas du tout satisfait,Tres satisfait,Pas du tout satisfait,"Ni satisfait, ni insatisfait",Pas du tout satisfait,Pas du tout satisfait,Pas du tout satisfait,Pas du tout satisfait,Pas du tout satisfait,Satisfait,Satisfait,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",Pas du tout satisfait,52.0,54.0,dissatisfied
9847,Male,Loyal Customer,28,Personal Travel,Eco Plus,2346.0,Peu satisfait,Peu satisfait,Peu satisfait,"Ni satisfait, ni insatisfait",Pas du tout satisfait,Peu satisfait,Pas du tout satisfait,Pas du tout satisfait,Satisfait,Peu satisfait,Satisfait,Satisfait,Satisfait,Pas du tout satisfait,0.0,0.0,dissatisfied
43652,Female,disloyal Customer,39,Business travel,Eco,1325.0,Pas du tout satisfait,Peu satisfait,Pas du tout satisfait,Satisfait,Pas du tout satisfait,Pas du tout satisfait,Pas du tout satisfait,Pas du tout satisfait,Pas du tout satisfait,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",Satisfait,Pas du tout satisfait,38.0,29.0,dissatisfied
49349,Male,disloyal Customer,27,Business travel,Eco,2393.0,Peu satisfait,"Ni satisfait, ni insatisfait",Peu satisfait,"Ni satisfait, ni insatisfait",Tres satisfait,Peu satisfait,Tres satisfait,Tres satisfait,Peu satisfait,"Ni satisfait, ni insatisfait",Peu satisfait,Pas du tout satisfait,"Ni satisfait, ni insatisfait",Tres satisfait,0.0,19.0,dissatisfied
45520,Male,disloyal Customer,23,Business travel,Business,1579.0,Peu satisfait,Pas du tout satisfait,Peu satisfait,Pas du tout satisfait,Satisfait,Peu satisfait,Satisfait,Satisfait,"Ni satisfait, ni insatisfait",Satisfait,Peu satisfait,Pas du tout satisfait,Peu satisfait,Satisfait,33.0,23.0,dissatisfied
106323,Female,Loyal Customer,42,Business travel,Business,328.0,Satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Pas du tout satisfait,Satisfait,"Ni satisfait, ni insatisfait",Satisfait,Satisfait,Satisfait,Satisfait,Satisfait,Satisfait,"Ni satisfait, ni insatisfait",13.0,6.0,dissatisfied
